Time	Ir	iD	Vd	Vl	Voi	Vi	Vr
0.0443	0.0237175	-8.37108e-008	-0.837528	-0.0237178	-2.37176e-007	-0.837528	0.0237175
0.04431	0.0234815	-8.38773e-008	-0.839582	-0.0234818	-2.34816e-007	-0.839582	0.0234815
0.04432	0.0232479	-8.42659e-008	-0.841624	-0.0232481	-2.32479e-007	-0.841624	0.0232479
0.04433	0.0230165	-8.43214e-008	-0.843654	-0.0230168	-2.30166e-007	-0.843654	0.0230165
0.04434	0.0227875	-8.44325e-008	-0.845672	-0.0227878	-2.27876e-007	-0.845672	0.0227875
0.04435	0.0225608	-8.47655e-008	-0.847678	-0.022561	-2.25608e-007	-0.847678	0.0225608
0.04436	0.0223363	-8.49321e-008	-0.849672	-0.0223365	-2.23364e-007	-0.849672	0.0223363
0.04437	0.022114	-8.51541e-008	-0.851654	-0.0221143	-2.21141e-007	-0.851654	0.022114
0.04438	0.021894	-8.52651e-008	-0.853623	-0.0218942	-2.18941e-007	-0.853624	0.021894
0.04439	0.0216761	-8.55427e-008	-0.855581	-0.0216764	-2.16762e-007	-0.855581	0.0216761
0.0444	0.0214604	-8.57647e-008	-0.857526	-0.0214607	-2.14605e-007	-0.857527	0.0214604
0.04441	0.0212469	-8.59313e-008	-0.85946	-0.0212471	-2.1247e-007	-0.85946	0.0212469
0.04442	0.0210355	-8.60978e-008	-0.861381	-0.0210357	-2.10356e-007	-0.861381	0.0210355
0.04443	0.0208262	-8.63198e-008	-0.86329	-0.0208264	-2.08263e-007	-0.86329	0.0208262
0.04444	0.0206189	-8.64309e-008	-0.865186	-0.0206192	-2.0619e-007	-0.865186	0.0206189
0.04445	0.0204138	-8.67639e-008	-0.86707	-0.020414	-2.04139e-007	-0.867071	0.0204138
0.04446	0.0202107	-8.6875e-008	-0.868942	-0.0202109	-2.02107e-007	-0.868943	0.0202107
0.04447	0.0200096	-8.7097e-008	-0.870802	-0.0200098	-2.00096e-007	-0.870802	0.0200096
0.04448	0.0198105	-8.72635e-008	-0.872649	-0.0198107	-1.98105e-007	-0.872649	0.0198105
0.04449	0.0196133	-8.74301e-008	-0.874484	-0.0196135	-1.96134e-007	-0.874484	0.0196133
0.0445	0.0194182	-8.75966e-008	-0.876306	-0.0194184	-1.94183e-007	-0.876307	0.0194182
0.04451	0.019225	-8.77631e-008	-0.878116	-0.0192252	-1.9225e-007	-0.878117	0.019225
0.04452	0.0190337	-8.79297e-008	-0.879914	-0.0190339	-1.90337e-007	-0.879914	0.0190337
0.04453	0.0188443	-8.80962e-008	-0.881699	-0.0188445	-1.88444e-007	-0.881699	0.0188443
0.04454	0.0186568	-8.83182e-008	-0.883471	-0.018657	-1.86568e-007	-0.883471	0.0186568
0.04455	0.0184711	-8.84848e-008	-0.885231	-0.0184713	-1.84712e-007	-0.885231	0.0184711
0.04456	0.0182873	-8.86513e-008	-0.886978	-0.0182875	-1.82874e-007	-0.886979	0.0182873
0.04457	0.0181054	-8.88178e-008	-0.888713	-0.0181056	-1.81054e-007	-0.888713	0.0181054
0.04458	0.0179252	-8.89844e-008	-0.890435	-0.0179254	-1.79253e-007	-0.890435	0.0179252
0.04459	0.0177468	-8.92064e-008	-0.892145	-0.017747	-1.77469e-007	-0.892145	0.0177468
0.0446	0.0175703	-8.94285e-008	-0.893841	-0.0175704	-1.75703e-007	-0.893841	0.0175703
0.04461	0.0173954	-8.9484e-008	-0.895525	-0.0173956	-1.73955e-007	-0.895525	0.0173954
0.04462	0.0172223	-8.96505e-008	-0.897197	-0.0172225	-1.72224e-007	-0.897197	0.0172223
0.04463	0.017051	-8.98726e-008	-0.898855	-0.0170512	-1.70511e-007	-0.898855	0.017051
0.04464	0.0168813	-8.99836e-008	-0.900501	-0.0168815	-1.68814e-007	-0.900501	0.0168813
0.04465	0.0167133	-9.02056e-008	-0.902134	-0.0167135	-1.67134e-007	-0.902134	0.0167133
0.04466	0.016547	-9.03722e-008	-0.903754	-0.0165472	-1.65471e-007	-0.903754	0.016547
0.04467	0.0163824	-9.04832e-008	-0.905361	-0.0163826	-1.63825e-007	-0.905361	0.0163824
0.04468	0.0162194	-9.05942e-008	-0.906956	-0.0162195	-1.62195e-007	-0.906956	0.0162194
0.04469	0.016058	-9.08718e-008	-0.908537	-0.0160582	-1.60581e-007	-0.908537	0.016058
0.0447	0.0158982	-9.09828e-008	-0.910106	-0.0158984	-1.58983e-007	-0.910106	0.0158982
0.04471	0.01574	-9.10938e-008	-0.911662	-0.0157402	-1.57401e-007	-0.911662	0.01574
0.04472	0.0155834	-9.13158e-008	-0.913204	-0.0155836	-1.55835e-007	-0.913204	0.0155834
0.04473	0.0154283	-9.14824e-008	-0.914734	-0.0154285	-1.54284e-007	-0.914734	0.0154283
0.04474	0.0152748	-9.16489e-008	-0.916251	-0.015275	-1.52749e-007	-0.916251	0.0152748
0.04475	0.0151228	-9.17044e-008	-0.917754	-0.015123	-1.51229e-007	-0.917755	0.0151228
0.04476	0.0149723	-9.19265e-008	-0.919245	-0.0149725	-1.49724e-007	-0.919245	0.0149723
0.04477	0.0148234	-9.2093e-008	-0.920723	-0.0148235	-1.48234e-007	-0.920723	0.0148234
0.04478	0.0146759	-9.22595e-008	-0.922187	-0.014676	-1.46759e-007	-0.922187	0.0146759
0.04479	0.0145298	-9.23706e-008	-0.923639	-0.01453	-1.45299e-007	-0.923639	0.0145298
0.0448	0.0143853	-9.24816e-008	-0.925077	-0.0143854	-1.43853e-007	-0.925077	0.0143853
0.04481	0.0142421	-9.26481e-008	-0.926502	-0.0142423	-1.42422e-007	-0.926502	0.0142421
0.04482	0.0141004	-9.28146e-008	-0.927914	-0.0141006	-1.41005e-007	-0.927914	0.0141004
0.04483	0.0139601	-9.28146e-008	-0.929313	-0.0139602	-1.39602e-007	-0.929313	0.0139601
0.04484	0.0138212	-9.30922e-008	-0.930699	-0.0138213	-1.38213e-007	-0.930699	0.0138212
0.04485	0.0136837	-9.31477e-008	-0.932071	-0.0136838	-1.36838e-007	-0.932071	0.0136837
0.04486	0.0135475	-9.34253e-008	-0.93343	-0.0135477	-1.35476e-007	-0.93343	0.0135475
0.04487	0.0134127	-9.34808e-008	-0.934776	-0.0134128	-1.34128e-007	-0.934776	0.0134127
0.04488	0.0132792	-9.35918e-008	-0.936109	-0.0132794	-1.32793e-007	-0.936109	0.0132792
0.04489	0.0131471	-9.37583e-008	-0.937428	-0.0131473	-1.31472e-007	-0.937428	0.0131471
0.0449	0.0130163	-9.38138e-008	-0.938734	-0.0130164	-1.30164e-007	-0.938734	0.0130163
0.04491	0.0128868	-9.39804e-008	-0.940026	-0.0128869	-1.28869e-007	-0.940026	0.0128868
0.04492	0.0127585	-9.41469e-008	-0.941306	-0.0127587	-1.27586e-007	-0.941306	0.0127585
0.04493	0.0126316	-9.41469e-008	-0.942571	-0.0126317	-1.26317e-007	-0.942572	0.0126316
0.04494	0.0125059	-9.43134e-008	-0.943824	-0.012506	-1.2506e-007	-0.943824	0.0125059
0.04495	0.0123815	-9.45355e-008	-0.945063	-0.0123816	-1.23816e-007	-0.945063	0.0123815
0.04496	0.0122583	-9.4702e-008	-0.946289	-0.0122584	-1.22584e-007	-0.946289	0.0122583
0.04497	0.0121363	-9.46465e-008	-0.947501	-0.0121364	-1.21364e-007	-0.947501	0.0121363
0.04498	0.0120155	-9.48686e-008	-0.948699	-0.0120157	-1.20156e-007	-0.9487	0.0120155
0.04499	0.011896	-9.50351e-008	-0.949885	-0.0118961	-1.18961e-007	-0.949885	0.011896
0.045	0.0117776	-9.50351e-008	-0.951056	-0.0117777	-1.17777e-007	-0.951057	0.0117776
0.04501	0.0116604	-9.51461e-008	-0.952215	-0.0116605	-1.16605e-007	-0.952215	0.0116604
0.04502	0.0115444	-9.52571e-008	-0.953359	-0.0115445	-1.15445e-007	-0.953359	0.0115444
0.04503	0.0114295	-9.53126e-008	-0.95449	-0.0114296	-1.14296e-007	-0.954491	0.0114295
0.04504	0.0113158	-9.55347e-008	-0.955608	-0.0113159	-1.13159e-007	-0.955608	0.0113158
0.04505	0.0112032	-9.56457e-008	-0.956712	-0.0112033	-1.12033e-007	-0.956712	0.0112032
0.04506	0.0110917	-9.57567e-008	-0.957802	-0.0110918	-1.10918e-007	-0.957802	0.0110917
0.04507	0.0109813	-9.58122e-008	-0.958879	-0.0109815	-1.09814e-007	-0.958879	0.0109813
0.04508	0.0108721	-9.58678e-008	-0.959942	-0.0108722	-1.08722e-007	-0.959942	0.0108721
0.04509	0.0107639	-9.62008e-008	-0.960992	-0.010764	-1.0764e-007	-0.960992	0.0107639
0.0451	0.0106568	-9.62563e-008	-0.962028	-0.0106569	-1.06569e-007	-0.962028	0.0106568
0.04511	0.0105508	-9.63118e-008	-0.96305	-0.0105509	-1.05509e-007	-0.96305	0.0105508
0.04512	0.0104458	-9.63118e-008	-0.964058	-0.0104459	-1.04459e-007	-0.964058	0.0104458
0.04513	0.0103418	-9.64229e-008	-0.965053	-0.0103419	-1.03419e-007	-0.965053	0.0103418
0.04514	0.0102389	-9.65894e-008	-0.966034	-0.010239	-1.0239e-007	-0.966034	0.0102389
0.04515	0.010137	-9.66449e-008	-0.967001	-0.0101372	-1.01371e-007	-0.967001	0.010137
0.04516	0.0100362	-9.67004e-008	-0.967955	-0.0100363	-1.00363e-007	-0.967955	0.0100362
0.04517	0.00993632	-9.6867e-008	-0.968895	-0.00993642	-9.93641e-008	-0.968895	0.00993632
0.04518	0.00983745	-9.69225e-008	-0.969821	-0.00983755	-9.83754e-008	-0.969821	0.00983745
0.04519	0.00973956	-9.71445e-008	-0.970733	-0.00973967	-9.73966e-008	-0.970733	0.00973956
0.0452	0.00964265	-9.71445e-008	-0.971632	-0.00964275	-9.64274e-008	-0.971632	0.00964265
0.04521	0.0095467	-9.72555e-008	-0.972516	-0.0095468	-9.5468e-008	-0.972516	0.0095467
0.04522	0.00945171	-9.72555e-008	-0.973387	-0.00945181	-9.4518e-008	-0.973387	0.00945171
0.04523	0.00935766	-9.75331e-008	-0.974244	-0.00935776	-9.35776e-008	-0.974244	0.00935766
0.04524	0.00926455	-9.74221e-008	-0.975087	-0.00926465	-9.26464e-008	-0.975087	0.00926455
0.04525	0.00917236	-9.74776e-008	-0.975917	-0.00917246	-9.17246e-008	-0.975917	0.00917236
0.04526	0.00908109	-9.75886e-008	-0.976732	-0.00908119	-9.08119e-008	-0.976732	0.00908109
0.04527	0.00899073	-9.78106e-008	-0.977534	-0.00899083	-8.99083e-008	-0.977534	0.00899073
0.04528	0.00890127	-9.78106e-008	-0.978321	-0.00890137	-8.90137e-008	-0.978321	0.00890127
0.04529	0.0088127	-9.78662e-008	-0.979095	-0.0088128	-8.8128e-008	-0.979095	0.0088127
0.0453	0.00872501	-9.79772e-008	-0.979855	-0.00872511	-8.72511e-008	-0.979855	0.00872501
0.04531	0.00863819	-9.79772e-008	-0.980601	-0.00863829	-8.63829e-008	-0.980601	0.00863819
0.04532	0.00855224	-9.80882e-008	-0.981333	-0.00855234	-8.55234e-008	-0.981333	0.00855224
0.04533	0.00846714	-9.82547e-008	-0.982051	-0.00846724	-8.46724e-008	-0.982051	0.00846714
0.04534	0.00838289	-9.82547e-008	-0.982755	-0.00838298	-8.38299e-008	-0.982755	0.00838289
0.04535	0.00829948	-9.82547e-008	-0.983445	-0.00829957	-8.29958e-008	-0.983445	0.00829948
0.04536	0.0082169	-9.83658e-008	-0.984121	-0.00821699	-8.217e-008	-0.984121	0.0082169
0.04537	0.00813514	-9.84768e-008	-0.984783	-0.00813523	-8.13523e-008	-0.984783	0.00813514
0.04538	0.00805419	-9.84768e-008	-0.985432	-0.00805428	-8.05429e-008	-0.985432	0.00805419
0.04539	0.00797405	-9.85323e-008	-0.986066	-0.00797413	-7.97414e-008	-0.986066	0.00797405
0.0454	0.0078947	-9.87543e-008	-0.986686	-0.00789479	-7.8948e-008	-0.986686	0.0078947
0.04541	0.00781615	-9.86988e-008	-0.987292	-0.00781623	-7.81625e-008	-0.987292	0.00781615
0.04542	0.00773837	-9.88098e-008	-0.987884	-0.00773846	-7.73847e-008	-0.987884	0.00773837
0.04543	0.00766137	-9.87543e-008	-0.988462	-0.00766146	-7.66147e-008	-0.988462	0.00766137
0.04544	0.00758514	-9.87543e-008	-0.989026	-0.00758522	-7.58524e-008	-0.989026	0.00758514
0.04545	0.00750967	-9.89209e-008	-0.989576	-0.00750975	-7.50976e-008	-0.989576	0.00750967
0.04546	0.00743494	-9.89764e-008	-0.990112	-0.00743502	-7.43504e-008	-0.990112	0.00743494
0.04547	0.00736096	-9.90319e-008	-0.990634	-0.00736104	-7.36106e-008	-0.990634	0.00736096
0.04548	0.00728772	-9.91429e-008	-0.991141	-0.0072878	-7.28782e-008	-0.991142	0.00728772
0.04549	0.0072152	-9.91429e-008	-0.991635	-0.00721528	-7.2153e-008	-0.991635	0.0072152
0.0455	0.00714341	-9.91984e-008	-0.992115	-0.00714349	-7.14351e-008	-0.992115	0.00714341
0.04551	0.00707233	-9.92539e-008	-0.99258	-0.00707241	-7.07243e-008	-0.99258	0.00707233
0.04552	0.00700196	-9.93094e-008	-0.993031	-0.00700203	-7.00206e-008	-0.993031	0.00700196
0.04553	0.00693228	-9.93094e-008	-0.993469	-0.00693236	-6.93238e-008	-0.993469	0.00693228
0.04554	0.00686331	-9.9476e-008	-0.993892	-0.00686338	-6.8634e-008	-0.993892	0.00686331
0.04555	0.00679501	-9.9365e-008	-0.994301	-0.00679509	-6.79511e-008	-0.994301	0.00679501
0.04556	0.0067274	-9.9365e-008	-0.994696	-0.00672747	-6.7275e-008	-0.994696	0.0067274
0.04557	0.00666046	-9.95315e-008	-0.995076	-0.00666053	-6.66056e-008	-0.995076	0.00666046
0.04558	0.00659419	-9.95315e-008	-0.995443	-0.00659426	-6.59429e-008	-0.995443	0.00659419
0.04559	0.00652857	-9.95315e-008	-0.995795	-0.00652864	-6.52867e-008	-0.995795	0.00652857
0.0456	0.00646361	-9.96425e-008	-0.996134	-0.00646368	-6.46371e-008	-0.996134	0.00646361
0.04561	0.00639929	-9.96425e-008	-0.996458	-0.00639937	-6.39939e-008	-0.996458	0.00639929
0.04562	0.00633562	-9.95315e-008	-0.996768	-0.00633569	-6.33572e-008	-0.996768	0.00633562
0.04563	0.00627258	-9.96425e-008	-0.997063	-0.00627265	-6.27268e-008	-0.997063	0.00627258
0.04564	0.00621016	-9.96425e-008	-0.997345	-0.00621023	-6.21026e-008	-0.997345	0.00621016
0.04565	0.00614837	-9.9809e-008	-0.997612	-0.00614844	-6.14847e-008	-0.997613	0.00614837
0.04566	0.00608719	-9.9698e-008	-0.997866	-0.00608726	-6.08729e-008	-0.997866	0.00608719
0.04567	0.00602662	-9.9698e-008	-0.998105	-0.00602669	-6.02672e-008	-0.998105	0.00602662
0.04568	0.00596665	-9.97535e-008	-0.99833	-0.00596672	-5.96675e-008	-0.99833	0.00596665
0.04569	0.00590728	-9.97535e-008	-0.99854	-0.00590735	-5.90738e-008	-0.99854	0.00590728
0.0457	0.0058485	-9.98646e-008	-0.998737	-0.00584857	-5.8486e-008	-0.998737	0.0058485
0.04571	0.00579031	-9.98646e-008	-0.998919	-0.00579037	-5.79041e-008	-0.998919	0.00579031
0.04572	0.00573269	-9.98646e-008	-0.999087	-0.00573276	-5.73279e-008	-0.999087	0.00573269
0.04573	0.00567565	-9.9809e-008	-0.999241	-0.00567571	-5.67575e-008	-0.999241	0.00567565
0.04574	0.00561918	-9.99756e-008	-0.999381	-0.00561924	-5.61928e-008	-0.999381	0.00561918
0.04575	0.00556326	-9.99756e-008	-0.999507	-0.00556333	-5.56336e-008	-0.999507	0.00556326
0.04576	0.00550791	-9.99201e-008	-0.999618	-0.00550797	-5.50801e-008	-0.999618	0.00550791
0.04577	0.0054531	-9.99756e-008	-0.999715	-0.00545316	-5.4532e-008	-0.999715	0.0054531
0.04578	0.00539884	-1.00031e-007	-0.999798	-0.0053989	-5.39894e-008	-0.999798	0.00539884
0.04579	0.00534512	-9.99201e-008	-0.999867	-0.00534518	-5.34522e-008	-0.999867	0.00534512
0.0458	0.00529194	-9.98646e-008	-0.999921	-0.00529199	-5.29204e-008	-0.999921	0.00529194
0.04581	0.00523928	-9.99201e-008	-0.999961	-0.00523934	-5.23938e-008	-0.999961	0.00523928
0.04582	0.00518715	-1.00031e-007	-0.999987	-0.0051872	-5.18725e-008	-0.999987	0.00518715
0.04583	0.00513553	-9.99756e-008	-0.999999	-0.00513559	-5.13563e-008	-0.999999	0.00513553
0.04584	0.00508443	-9.98646e-008	-0.999997	-0.00508449	-5.08453e-008	-0.999997	0.00508443
0.04585	0.00503384	-1.00031e-007	-0.99998	-0.0050339	-5.03394e-008	-0.99998	0.00503384
0.04586	0.00498375	-1.00031e-007	-0.999949	-0.00498381	-4.98385e-008	-0.999949	0.00498375
0.04587	0.00493416	-1.00031e-007	-0.999904	-0.00493422	-4.93426e-008	-0.999904	0.00493416
0.04588	0.00488506	-1.00142e-007	-0.999845	-0.00488512	-4.88516e-008	-0.999845	0.00488506
0.04589	0.00483646	-9.99756e-008	-0.999772	-0.00483651	-4.83656e-008	-0.999772	0.00483646
0.0459	0.00478833	-9.98646e-008	-0.999684	-0.00478838	-4.78843e-008	-0.999684	0.00478833
0.04591	0.00474069	-9.98646e-008	-0.999582	-0.00474074	-4.74079e-008	-0.999582	0.00474069
0.04592	0.00469352	-9.99756e-008	-0.999466	-0.00469357	-4.69361e-008	-0.999466	0.00469352
0.04593	0.00464681	-9.98646e-008	-0.999336	-0.00464686	-4.64691e-008	-0.999336	0.00464681
0.04594	0.00460058	-9.98646e-008	-0.999192	-0.00460063	-4.60068e-008	-0.999192	0.00460058
0.04595	0.0045548	-9.99201e-008	-0.999033	-0.00455485	-4.5549e-008	-0.999033	0.0045548
0.04596	0.00450948	-9.9809e-008	-0.99886	-0.00450953	-4.50958e-008	-0.99886	0.00450948
0.04597	0.00446461	-9.98646e-008	-0.998673	-0.00446465	-4.46471e-008	-0.998673	0.00446461
0.04598	0.00442018	-9.97535e-008	-0.998472	-0.00442023	-4.42028e-008	-0.998472	0.00442018
0.04599	0.0043762	-9.98646e-008	-0.998256	-0.00437625	-4.3763e-008	-0.998256	0.0043762
0.046	0.00433265	-9.9698e-008	-0.998027	-0.0043327	-4.33275e-008	-0.998027	0.00433265
0.04601	0.00428954	-9.9698e-008	-0.997783	-0.00428959	-4.28964e-008	-0.997783	0.00428954
0.04602	0.00424686	-9.9809e-008	-0.997525	-0.00424691	-4.24696e-008	-0.997525	0.00424686
0.04603	0.0042046	-9.9587e-008	-0.997253	-0.00420465	-4.2047e-008	-0.997253	0.0042046
0.04604	0.00416276	-9.9587e-008	-0.996966	-0.00416281	-4.16286e-008	-0.996966	0.00416276
0.04605	0.00412134	-9.96425e-008	-0.996666	-0.00412139	-4.12144e-008	-0.996666	0.00412134
0.04606	0.00408033	-9.96425e-008	-0.996351	-0.00408038	-4.08043e-008	-0.996351	0.00408033
0.04607	0.00403973	-9.9476e-008	-0.996022	-0.00403978	-4.03983e-008	-0.996022	0.00403973
0.04608	0.00399954	-9.95315e-008	-0.995679	-0.00399958	-3.99964e-008	-0.995679	0.00399954
0.04609	0.00395974	-9.94205e-008	-0.995322	-0.00395978	-3.95984e-008	-0.995322	0.00395974
0.0461	0.00392034	-9.95315e-008	-0.994951	-0.00392038	-3.92044e-008	-0.994951	0.00392034
0.04611	0.00388133	-9.9365e-008	-0.994566	-0.00388137	-3.88143e-008	-0.994566	0.00388133
0.04612	0.00384271	-9.9476e-008	-0.994166	-0.00384275	-3.84281e-008	-0.994166	0.00384271
0.04613	0.00380447	-9.94205e-008	-0.993752	-0.00380452	-3.80457e-008	-0.993752	0.00380447
0.04614	0.00376662	-9.92539e-008	-0.993324	-0.00376666	-3.76672e-008	-0.993325	0.00376662
0.04615	0.00372914	-9.92539e-008	-0.992883	-0.00372918	-3.72924e-008	-0.992883	0.00372914
0.04616	0.00369203	-9.93094e-008	-0.992427	-0.00369207	-3.69213e-008	-0.992427	0.00369203
0.04617	0.0036553	-9.91429e-008	-0.991956	-0.00365534	-3.65539e-008	-0.991956	0.0036553
0.04618	0.00361892	-9.91984e-008	-0.991472	-0.00361896	-3.61902e-008	-0.991472	0.00361892
0.04619	0.00358291	-9.90319e-008	-0.990974	-0.00358295	-3.58301e-008	-0.990974	0.00358291
0.0462	0.00354726	-9.90319e-008	-0.990461	-0.0035473	-3.54736e-008	-0.990461	0.00354726
0.04621	0.00351197	-9.89764e-008	-0.989935	-0.00351201	-3.51207e-008	-0.989935	0.00351197
0.04622	0.00347702	-9.88654e-008	-0.989394	-0.00347706	-3.47712e-008	-0.989394	0.00347702
0.04623	0.00344242	-9.89209e-008	-0.98884	-0.00344246	-3.44252e-008	-0.98884	0.00344242
0.04624	0.00340817	-9.88098e-008	-0.988271	-0.00340821	-3.40827e-008	-0.988271	0.00340817
0.04625	0.00337426	-9.87543e-008	-0.987688	-0.00337429	-3.37436e-008	-0.987688	0.00337426
0.04626	0.00334068	-9.85878e-008	-0.987092	-0.00334072	-3.34078e-008	-0.987092	0.00334068
0.04627	0.00330744	-9.85878e-008	-0.986481	-0.00330748	-3.30754e-008	-0.986481	0.00330744
0.04628	0.00327453	-9.85323e-008	-0.985856	-0.00327457	-3.27463e-008	-0.985856	0.00327453
0.04629	0.00324195	-9.84213e-008	-0.985217	-0.00324198	-3.24205e-008	-0.985217	0.00324195
0.0463	0.00320969	-9.84768e-008	-0.984564	-0.00320973	-3.20979e-008	-0.984564	0.00320969
0.04631	0.00317775	-9.83658e-008	-0.983897	-0.00317779	-3.17785e-008	-0.983898	0.00317775
0.04632	0.00314613	-9.82547e-008	-0.983217	-0.00314617	-3.14623e-008	-0.983217	0.00314613
0.04633	0.00311483	-9.83658e-008	-0.982522	-0.00311486	-3.11493e-008	-0.982522	0.00311483
0.04634	0.00308383	-9.81437e-008	-0.981813	-0.00308387	-3.08393e-008	-0.981813	0.00308383
0.04635	0.00305315	-9.80882e-008	-0.98109	-0.00305318	-3.05325e-008	-0.981091	0.00305315
0.04636	0.00302277	-9.80327e-008	-0.980354	-0.0030228	-3.02287e-008	-0.980354	0.00302277
0.04637	0.00299269	-9.78662e-008	-0.979603	-0.00299272	-2.99279e-008	-0.979603	0.00299269
0.04638	0.00296291	-9.78662e-008	-0.978839	-0.00296295	-2.96301e-008	-0.978839	0.00296291
0.04639	0.00293343	-9.77551e-008	-0.97806	-0.00293346	-2.93353e-008	-0.97806	0.00293343
0.0464	0.00290424	-9.78106e-008	-0.977268	-0.00290427	-2.90434e-008	-0.977268	0.00290424
0.04641	0.00287534	-9.76441e-008	-0.976462	-0.00287538	-2.87544e-008	-0.976462	0.00287534
0.04642	0.00284673	-9.74776e-008	-0.975642	-0.00284676	-2.84683e-008	-0.975642	0.00284673
0.04643	0.00281841	-9.73666e-008	-0.974808	-0.00281844	-2.8185e-008	-0.974808	0.00281841
0.04644	0.00279036	-9.73666e-008	-0.97396	-0.00279039	-2.79046e-008	-0.97396	0.00279036
0.04645	0.0027626	-9.71445e-008	-0.973098	-0.00276263	-2.7627e-008	-0.973099	0.0027626
0.04646	0.00273511	-9.7089e-008	-0.972223	-0.00273514	-2.73521e-008	-0.972223	0.00273511
0.04647	0.00270789	-9.71445e-008	-0.971334	-0.00270792	-2.70799e-008	-0.971334	0.00270789
0.04648	0.00268095	-9.6978e-008	-0.970431	-0.00268098	-2.68105e-008	-0.970431	0.00268095
0.04649	0.00265427	-9.6867e-008	-0.969514	-0.0026543	-2.65437e-008	-0.969514	0.00265427
0.0465	0.00262786	-9.68114e-008	-0.968583	-0.00262789	-2.62796e-008	-0.968583	0.00262786
0.04651	0.00260171	-9.67559e-008	-0.967639	-0.00260174	-2.60181e-008	-0.967639	0.00260171
0.04652	0.00257583	-9.66449e-008	-0.966681	-0.00257585	-2.57592e-008	-0.966681	0.00257583
0.04653	0.0025502	-9.65339e-008	-0.965709	-0.00255022	-2.55029e-008	-0.965709	0.0025502
0.04654	0.00252482	-9.64229e-008	-0.964723	-0.00252485	-2.52492e-008	-0.964723	0.00252482
0.04655	0.0024997	-9.63118e-008	-0.963724	-0.00249972	-2.49979e-008	-0.963724	0.0024997
0.04656	0.00247482	-9.62563e-008	-0.962711	-0.00247485	-2.47492e-008	-0.962711	0.00247482
0.04657	0.0024502	-9.59788e-008	-0.961684	-0.00245023	-2.4503e-008	-0.961684	0.0024502
0.04658	0.00242582	-9.59233e-008	-0.960643	-0.00242585	-2.42591e-008	-0.960644	0.00242582
0.04659	0.00240168	-9.59233e-008	-0.959589	-0.00240171	-2.40178e-008	-0.959589	0.00240168
0.0466	0.00237778	-9.58122e-008	-0.958522	-0.00237781	-2.37788e-008	-0.958522	0.00237778
0.04661	0.00235412	-9.57012e-008	-0.95744	-0.00235415	-2.35422e-008	-0.95744	0.00235412
0.04662	0.0023307	-9.55902e-008	-0.956346	-0.00233072	-2.33079e-008	-0.956346	0.0023307
0.04663	0.00230751	-9.55347e-008	-0.955237	-0.00230753	-2.3076e-008	-0.955237	0.00230751
0.04664	0.00228455	-9.53682e-008	-0.954115	-0.00228457	-2.28464e-008	-0.954115	0.00228455
0.04665	0.00226182	-9.51461e-008	-0.952979	-0.00226184	-2.26191e-008	-0.952979	0.00226182
0.04666	0.00223931	-9.52571e-008	-0.95183	-0.00223933	-2.2394e-008	-0.95183	0.00223931
0.04667	0.00221703	-9.50351e-008	-0.950667	-0.00221705	-2.21712e-008	-0.950667	0.00221703
0.04668	0.00219497	-9.49796e-008	-0.949491	-0.00219499	-2.19506e-008	-0.949491	0.00219497
0.04669	0.00217313	-9.4813e-008	-0.948301	-0.00217315	-2.17322e-008	-0.948302	0.00217313
0.0467	0.0021515	-9.46465e-008	-0.947098	-0.00215153	-2.1516e-008	-0.947098	0.0021515
0.04671	0.00213009	-9.4591e-008	-0.945882	-0.00213012	-2.13019e-008	-0.945882	0.00213009
0.04672	0.0021089	-9.44245e-008	-0.944652	-0.00210892	-2.10899e-008	-0.944652	0.0021089
0.04673	0.00208792	-9.42579e-008	-0.943408	-0.00208794	-2.08801e-008	-0.943408	0.00208792
0.04674	0.00206714	-9.41469e-008	-0.942151	-0.00206716	-2.06723e-008	-0.942151	0.00206714
0.04675	0.00204657	-9.40359e-008	-0.940881	-0.00204659	-2.04667e-008	-0.940881	0.00204657
0.04676	0.00202621	-9.39804e-008	-0.939597	-0.00202623	-2.0263e-008	-0.939597	0.00202621
0.04677	0.00200605	-9.38138e-008	-0.9383	-0.00200607	-2.00614e-008	-0.9383	0.00200605
0.04678	0.00198608	-9.35918e-008	-0.93699	-0.00198611	-1.98618e-008	-0.93699	0.00198608
0.04679	0.00196632	-9.35918e-008	-0.935666	-0.00196634	-1.96642e-008	-0.935666	0.00196632
0.0468	0.00194676	-9.34253e-008	-0.934329	-0.00194678	-1.94685e-008	-0.934329	0.00194676
0.04681	0.00192739	-9.33698e-008	-0.932979	-0.00192741	-1.92748e-008	-0.932979	0.00192739
0.04682	0.00190821	-9.30922e-008	-0.931615	-0.00190823	-1.9083e-008	-0.931615	0.00190821
0.04683	0.00188922	-9.29812e-008	-0.930238	-0.00188924	-1.88931e-008	-0.930238	0.00188922
0.04684	0.00187042	-9.29257e-008	-0.928848	-0.00187044	-1.87051e-008	-0.928848	0.00187042
0.04685	0.00185181	-9.27591e-008	-0.927445	-0.00185183	-1.8519e-008	-0.927445	0.00185181
0.04686	0.00183338	-9.24816e-008	-0.926029	-0.0018334	-1.83348e-008	-0.926029	0.00183338
0.04687	0.00181514	-9.23706e-008	-0.924599	-0.00181516	-1.81523e-008	-0.924599	0.00181514
0.04688	0.00179708	-9.2204e-008	-0.923157	-0.0017971	-1.79717e-008	-0.923157	0.00179708
